Price,Close,High,Low,Open,Volume
2022-12-21,16817.53515625,16916.80078125,16755.912109375,16904.52734375,14882945045
2022-12-22,16830.341796875,16866.673828125,16592.408203125,16818.380859375,16441573050
2022-12-23,16796.953125,16905.21875,16794.458984375,16829.64453125,15329265213
2022-12-24,16847.755859375,16864.703125,16793.52734375,16796.9765625,9744636213
2022-12-25,16841.986328125,16860.5546875,16755.25390625,16847.505859375,11656379938
2022-12-26,16919.8046875,16920.123046875,16812.369140625,16842.25,11886957804
2022-12-27,16717.173828125,16959.845703125,16642.072265625,16919.291015625,15748580239
2022-12-28,16552.572265625,16768.169921875,16497.556640625,16716.400390625,17005713920
2022-12-29,16642.341796875,16651.755859375,16508.68359375,16552.322265625,14472237479
2022-12-30,16602.5859375,16643.427734375,16408.474609375,16641.330078125,15929162910
2022-12-31,16547.49609375,16628.986328125,16517.51953125,16603.673828125,11239186456
